symbol,isin,shortName,longName,quoteType,address1,city,state,zip,country,website,industry,sector,marketCap,currency,enterpriseValue,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,longBusinessSummary
PPG,US6935061076,"PPG Industries, Inc.","PPG Industries, Inc.",EQUITY,One PPG Place,Pittsburgh,PA,15272,United States,https://www.ppg.com,Specialty Chemicals,Basic Materials,29676926976,USD,35712450560,1200999936,5.148,2857999872,7223000064,0.966,1.49,18098999296,90.913,76.821,0.065170005,0.18872999,1369124992,2095000064,0.087,-0.016,0.42450002,0.15791,0.15207,USD,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through two segments, Performance Coatings and Industrial Coatings. The Performance Coatings segment offers coatings, solvents, adhesives, sealants, sundries, and software for automotive and commercial transport/fleet repair and refurbishing, light industrial coatings, and specialty coatings for signs; wood stains; paints, thermoplastics, pavement marking products, and other advanced technologies for pavement marking for government, commercial infrastructure, painting, and maintenance contractors; and coatings, sealants, transparencies, transparent armor, adhesives, engineered materials, and packaging and chemical management services for commercial, military, regional jet, and general aviation aircraft. The Industrial Coatings segment offers coatings, adhesives and sealants, and metal pretreatments, as well as services and coatings applications for appliances, agricultural and construction equipment, consumer electronics, automotive parts and accessories, building products, kitchenware, and transportation vehicles and other finished products; and on-site coatings services. It also provides coatings for metal cans, closures, plastic and aluminum tubes for food, beverage and personal care, promotional, and specialty packaging; amorphous precipitated silica for tire, battery separator, and other end-uses; TESLIN substrates for labels, e-passports, drivers' licenses, breathable membranes, and loyalty and identification cards; and organic light emitting diode materials, displays and lighting lens materials, optical lenses, color-change products, and photochromic dyes. PPG Industries, Inc. was incorporated in 1883 and is headquartered in Pittsburgh, Pennsylvania."
LVS,US5178341070,Las Vegas Sands Corp.,Las Vegas Sands Corp.,EQUITY,5500 Haven Street,Las Vegas,NV,89119,United States,https://www.sands.com,Resorts & Casinos,Consumer Cyclical,31221035008,USD,40081682432,4711000064,6.397,4031000064,13738000384,1.528,1.583,11429999616,352.799,15.169,0.07909,0.47807997,1698875008,3372999936,0.168,0.086,0.76912004,0.35266998,0.21985,USD,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Macao and Singapore. It owns and operates The Venetian Macao Resort Hotel, the Londoner Macao, The Parisian Macao, The Plaza Macao and Four Seasons Hotel Macao, Cotai Strip, and the Sands Macao in Macao, the People's Republic of China; and Marina Bay Sands in Singapore. The company's integrated resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants, and other amenities. Las Vegas Sands Corp. was founded in 1988 and is based in Las Vegas, Nevada."
MTB,US55261F1049,M&T Bank Corporation,M&T Bank Corporation,EQUITY,One M&T Plaza,Buffalo,NY,14203,United States,https://www3.mtb.com,Banks - Regional,Financial Services,29572536320,USD,22912643072,26941999104,161.329,N/A,17123999744,N/A,N/A,8472999936,N/A,50.943,0.01132,0.086969994,N/A,4182000128,-0.262,-0.122,N/A,N/A,0.42054,USD,"M&T Bank Corporation operates as a bank holding company for Manufacturers and Traders Trust Company and Wilmington Trust, National Association that engages in the provision of retail and commercial banking products and services in the United States. The company operates through three segments: Commercial Bank, Retail Bank, and Institutional Services and Wealth Management. It offers a range of credit products and banking services, such as commercial lending and leasing, letters of credits, commercial real estate loans, and credit facilities secured by various commercial real estate to middle-market and large commercial customers. The company also provides customers deposit products, including demand, savings and time accounts, and other services; automobile and recreational finance loans, home equity loans and lines of credit, credit cards, and other loan products, as well as residential mortgage and real estate loans; business loans, cash management, payroll, and direct deposit services to consumers and small businesses through branch network, telephone banking, internet banking, and automated teller machines. In addition, it offers trustee, agency, investment management, security brokerage, and administrative services; personal trust, planning, fiduciary, asset management, family office, and other services; and investment products, including mutual funds and annuities, and other services for corporations and institutions, investment bankers, corporate tax, finance and legal executives, and other institutional clients. The company was founded in 1856 and is headquartered in Buffalo, New York."
PHM,US7458671010,"PulteGroup, Inc.","PulteGroup, Inc.",EQUITY,3350 Peachtree Road NE,Atlanta,GA,30326,United States,https://www.pultegroup.com,Residential Construction,Consumer Cyclical,29362571264,USD,30319771648,1395170944,6.723,3721209088,2275584000,0.576,5.964,16845999104,20.276,78.909,0.14309,0.26968,1128856064,1403442944,0.192,0.098,0.29775,0.2209,0.22454001,USD,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, John Wieland Homes and Neighborhoods, and American West brand names. In addition, the company arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia."
ADM,US0394831020,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,EQUITY,77 West Wacker Drive,Chicago,IL,60601,United States,https://www.adm.com,Farm Products,Consumer Defensive,29475063808,USD,40763793408,764000000,1.598,3988000000,11875999744,0.375,1.443,88768004096,52.874,171.202,0.03415,0.1075,2144875008,4728999936,-0.424,-0.117,0.07441,0.04493,0.0222,USD,"Archer-Daniels-Midland Company engages in the procurement, transportation, storage, processing, and merchandising of agricultural commodities, ingredients, flavors, and solutions in the United States, Switzerland, the Cayman Islands, Brazil, Mexico, Canada, the United Kingdom, and internationally. It operates in three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. The company originates, merchandises, stores, and transports agricultural raw materials, such as oilseeds and soft seeds. It also engages in the agricultural commodity and feed product import, export, and distribution; and various structured trade finance activities. In addition, the company offers soybean meal and oil; vegetable and salad oils and protein meals; ingredients for the food, feed, energy, and industrial customers; margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, it provides peanuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, and dextrose; alcohol, and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal; distillers' grains; corn germ; and citric acids. Additionally, the company provides proteins, natural flavors, flavor systems, natural colors, emulsifiers, soluble fiber, polyols, hydrocolloids, probiotics, prebiotics, postbiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and food products. It also offers futures commission merchant; commodity brokerage services; cash margins and securities pledged to commodity exchange clearinghouse; and cash pledged as security under certain insurance arrangements. The company was founded in 1902 and is headquartered in Chicago, Illinois."
WEC,US92939U1060,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",EQUITY,231 West Michigan Street,Milwaukee,WI,53201,United States,https://www.wecenergygroup.com,Utilities - Regulated Electric,Utilities,30138132480,USD,48853041152,224000000,0.709,3566500096,18826500096,0.42,0.74,8627099648,151.895,27.336,0.03213,0.11181,-320312512,3165100032,-0.272,-0.032,0.43502,0.41341,0.21371001,USD,"WEC Energy Group, Inc., through its subsidiaries, provides regulated natural gas and electricity, and renewable and nonregulated renewable energy services in the United States. It operates through Wisconsin, Illinois, Other States, Electric Transmission, and Non-Utility Energy Infrastructure segments. The company generates and distributes electricity from coal, natural gas, oil, and nuclear, as well as renewable energy resources, including wind, solar, hydroelectric, and biomass; and distributes and transports natural gas. It also owns, maintains, monitors, and operates electric transmission systems; and generates, distributes, and sells steam. As of December 31, 2023, the company operated approximately 35,500 miles of overhead distribution lines and 36,500 miles of underground distribution cables, as well as 430 electric distribution substations and 523,700 line transformers; approximately 46,400 miles of natural gas distribution mains; 1,700 miles of natural gas transmission mains; 2.4 million natural gas lateral services; 490 natural gas distribution and transmission gate stations; and 69.3 billion cubic feet of working gas capacities in underground natural gas storage fields. The company was formerly known as Wisconsin Energy Corporation and changed its name to WEC Energy Group, Inc. in June 2015. WEC Energy Group, Inc. was founded in 1896 and is headquartered in Milwaukee, Wisconsin."
TSCO,US8923561067,Tractor Supply Company,Tractor Supply Company,EQUITY,5401 Virginia Way,Brentwood,TN,37027,United States,https://www.tractorsupply.com,Specialty Retail,Consumer Cyclical,29844117504,USD,34383847424,394748000,3.66,1906818944,5126519808,0.155,1.43,14713277440,222.377,136.048,0.09962,0.51282,568652864,1369054976,0.026,0.015,0.36158,0.1296,0.13221,USD,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers various merchandise, including livestock and equine feed and equipment, poultry, fencing, and sprayers and chemicals; food, treats, and equipment for dogs, cats, and other small animals, as well as dog wellness products; seasonal and recreation products comprising tractors and riders, lawn and garden, bird feeding, power equipment, and other recreational products; truck, tool, and hardware products, such as truck accessories, trailers, generators, lubricants, batteries, and hardware and tools; and clothing, gift, and décor products consist of clothing, footwear, toys, snacks, and decorative merchandise. It provides its products under the 4health, Paws & Claws, American Farmworks, Producer's Pride, Bit & Bridle, Red Shed, Blue Mountain, Redstone, C.E. Schmidt, Retriever, Country Lane, Ridgecut, Countyline, Royal Wing, Country Tuff, Strive, Dumor, Traveller, Farm Table, Treeline, Groundwork, TSC Tractor Supply Co, Huskee, Untamed, and JobSmart brand names. The company operates its retail stores under the Tractor Supply Company, Petsense by Tractor Supply, and Orscheln Farm and Home names; and operates websites under the TractorSupply.com and Petsense.com names. It sells its products to recreational farmers, ranchers, and others. Tractor Supply Company was founded in 1938 and is based in Brentwood, Tennessee."
FITB,US3167731005,Fifth Third Bancorp,Fifth Third Bancorp,EQUITY,38 Fountain Square Plaza,Cincinnati,OH,45263,United States,https://www.53.com,Banks - Regional,Financial Services,29158973440,USD,48299720704,6829000192,10.09,N/A,23747999744,N/A,N/A,8125000192,N/A,11.856,0.011,0.12485,N/A,3772999936,-0.012,-0.01,N/A,N/A,0.38489,USD,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that engages in the provision of a range of financial products and services in the United States. It operates through three segments: Commercial Banking, Consumer and Small Business Banking, and Wealth and Asset Management. The Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. The Consumer and Small Banking segment provides a range of deposit and loan products to individuals and small businesses; home equity loans and lines of credit; credit cards; and cash management services. This segment also engages in the residential mortgage that include origination, retention and servicing of residential mortgage loans, sales and securitizations of loans, and hedging activities; indirect lending, including extending loans to consumers through automobile dealers, motorcycle dealers, powersport dealers, recreational vehicle dealers, and marine dealers; and home improvement and solar energy installation loans through contractors and installers. The Wealth & Asset Management segment provides various wealth management services for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides wealth planning, investment management, banking, insurance, and trust and estate services; and advisory services for institutional clients comprising middle market businesses, non-profits, states, and municipalities. The company was founded in 1858 and is headquartered in Cincinnati, Ohio."
BIIB,US09062X1037,Biogen Inc.,Biogen Inc.,EQUITY,225 Binney Street,Cambridge,MA,02142,United States,https://www.biogen.com,Drug Manufacturers - General,Healthcare,28772614144,USD,33789704192,1908899968,13.105,2728999936,6659500032,1.283,2.287,9671999488,41.912,66.657,0.0519,0.07628,1265812480,1783900032,-0.017,0.004,0.76448995,0.28215,0.32496,USD,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases in the United States, Europe, Germany, Asia, and internationally. The company provides TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; ADUHELM to treat Alzheimer's disease; FUMADERM to treat plaque psoriasis; BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; FLIXABI, an infliximab biosimilar referencing REMICADE; and BYOOVIZ, a ranibizumab biosimilar referencing LUCENTIS. It offers RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; OCREVUS for relapsing MS and primary progressive MS; LUNSUMIO to treat relapsed or refractory follicular lymphoma; glofitamab for non-Hodgkin's lymphoma; and other anti-CD20 therapies. In addition, the company is developing various products for the treatment of MS, Alzheimer's disease and dementia, neuromuscular disorders, Parkinson's disease and movement disorders, neuropsychiatry, genetic neurodevelopmental disorders, and biosimilars, which are under various stages of development. It has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Denali Therapeutics Inc.; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Samsung Bioepis Co., Ltd.; Sangamo Therapeutics, Inc.; and Sage Therapeutics, Inc., as well as collaboration with Fujirebio to potentially identify and develop blood-based biomarkers for tau pathology in the brain. The company was founded in 1978 and is headquartered in Cambridge, Massachusetts."
NVR,US62944T1051,"NVR, Inc.","NVR, Inc.",EQUITY,Plaza America Tower I,Reston,VA,20190,United States,https://www.nvrinc.com,Residential Construction,Consumer Cyclical,29237104640,USD,27760713728,2438472960,792.331,2071500032,1045118016,2.946,6.129,10123979776,25.282,3172.861,0.2026,0.39541,1269340416,1532939008,0.036,0.117,0.26124,0.20461,0.20362,USD,"NVR, Inc. operates as a homebuilder in the United States. The company operates through, Homebuilding and Mortgage Banking segments. It engages in the construction and sale of single-family detached homes, townhomes, and condominium buildings under the Ryan Homes, NVHomes, and Heartland Homes names. The company markets its Ryan Homes products to first-time and first-time move-up buyers; and NVHomes and Heartland Homes products to move-up and luxury buyers. It also provides various mortgage related services to its homebuilding customers, as well as brokers title insurance; performs title searches in connection with mortgage loan closings; and sells mortgage loans to investors in the secondary markets on a servicing released basis. The company primarily serves in Maryland, Virginia, West Virginia, Delaware, New Jersey, Eastern Pennsylvania, New York, Ohio, Western Pennsylvania, Indiana, Illinois, North Carolina, Georgia, South Carolina, Florida, Tennessee, and Washington, D.C. NVR, Inc. was founded in 1980 and is headquartered in Reston, Virginia."
EQR,US29476L1070,Equity Residential,Equity Residential,EQUITY,Two North Riverside Plaza,Chicago,IL,60606-2624,United States,https://www.equityapartments.com,REIT - Residential,Real Estate,30283091968,USD,37010825216,38298000,0.101,1799677952,7466364928,0.084,0.247,2916548096,64.884,7.698,0.02812,0.085939996,1347496832,1604786048,0.276,0.024,0.63764,0.61706,0.30723,USD,"Equity Residential is committed to creating communities where people thrive. The Company, a member of the S&P 500, is focused on the acquisition, development and management of residential properties located in and around dynamic cities that attract affluent long-term renters. Equity Residential owns or has investments in 299 properties consisting of 79,738 apartment units, with an established presence in Boston, New York, Washington, D.C., Seattle, San Francisco and Southern California, and an expanding presence in Denver, Atlanta, Dallas/Ft. Worth and Austin."
GPN,US37940X1028,Global Payments Inc.,Global Payments Inc.,EQUITY,3550 Lenox Road,Atlanta,GA,30326,United States,https://www.globalpayments.com,Specialty Business Services,Industrials,28512208896,USD,45027110912,2097159040,8.242,4242999040,18187003904,0.346,0.916,9898458112,78.524,38.357,0.03039,0.06343,1955829376,2237456896,0.4,0.047,0.62836,0.42865002,0.2446,USD,"Global Payments Inc. provides payment technology and software solutions for card, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. It operates through two segments, Merchant Solutions and Issuer Solutions. The Merchant Solutions segment offers authorization, settlement and funding, customer support, chargeback resolution, terminal rental, sales and deployment, payment security, and consolidated billing and reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added solutions and services, such as point-of-sale software, analytics and customer engagement, payroll and reporting, and human capital management. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments, account payables, and electronic payment alternatives solutions for businesses and governments. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia."
AWK,US0304201033,"American Water Works Company, I","American Water Works Company, Inc.",EQUITY,1 Water Street,Camden,NJ,08102-1658,United States,https://www.amwater.com,Utilities - Regulated Water,Utilities,29022896128,USD,41780682752,124000000,0.636,2321999872,13214999552,0.478,0.638,4359000064,130.171,22.297,0.03259,0.09631,-1104875008,1887000064,-0.011,0.047,0.59830004,0.53269,0.39687002,USD,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,700 communities in 14 states serving approximately 3.5 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 540 groundwater treatment plants; 175 wastewater treatment plants; 53,700 miles of transmission, distribution, and collection mains and pipes; 1,200 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 74 dams. The company was founded in 1886 and is headquartered in Camden, New Jersey."
DXCM,US2521311074,"DexCom, Inc.","DexCom, Inc.",EQUITY,6340 Sequence Drive,San Diego,CA,92121,United States,https://www.dexcom.com,Medical Devices,Healthcare,28373475328,USD,27696789504,3120699904,7.788,886800000,2594299904,2.392,2.815,3934799872,106.573,10.088,0.06255,0.29413,634937472,891400000,0.266,0.153,0.62735003,0.22537,0.15732001,USD,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company provides its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include Dexcom G6 and Dexcom G7, integrated CGM systems for diabetes management; Dexcom Share, a remote monitoring system; Dexcom Real-Time API, which enables authorized third-party software developers to integrate real-time CGM data into their digital health apps and devices; and Dexcom ONE, that is designed to replace finger stick blood glucose testing for diabetes treatment decisions. It has also submitted FDA review for Dexcom Stelo for people with type 2 diabetes. The company has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop blood-based or interstitial glucose monitoring products. It markets its products directly to endocrinologists, physicians, and diabetes educators. The company was incorporated in 1999 and is headquartered in San Diego, California."
ANSS,US03662Q1058,"ANSYS, Inc.","ANSYS, Inc.",EQUITY,Southpointe 2600 ANSYS Drive,Canonsburg,PA,15317,United States,https://www.ansys.com,Software - Application,Technology,27882006528,USD,27736438784,1119271936,12.808,742475008,870139008,2.859,2.951,2324645888,15.576,26.712,0.054180004,0.094289996,722611648,757020032,0.85,0.196,0.91949,0.31939,0.26495,USD,"ANSYS, Inc. develops and markets engineering simulation software and services for engineers, designers, researchers, and students in the United States, Japan, Germany, China, Hong Kong, South Korea, rest of Europe, the Middle East, Africa, and internationally. It offers structural analysis product suite that provides simulation tools for product design and optimization; the Ansys Mechanical product, an element analysis software; LS-DYNA solver for multiphysics simulation; and power analysis and optimization software suite. The company also offers electronics product suite that provides electromagnetic field simulation software for designing electronic and electromechanical products; Ansys High Frequency Structure Simulator product for radio frequency and microwave design; SCADE product suite, a solution for embedded software simulation, code production, and automated certification; fluids product suite that enables modeling of fluid flow and other related physical phenomena; Ansys Fluent computational fluid dynamics software package; Ansys RedHawk-SC for electronic design automation; Ansys Optics software; and mission-simulation, modeling, testing, and analysis software. In addition, it offers Ansys Granta MI system for materials information management; Ansys Granta Selector technology for materials selection and graphical analysis; CES EduPack product, a set of teaching resources; Granta Materials Data for Simulation; Ansys Lumerical product, a photonics simulation software solution; safety-certified embedded software solutions; Discovery product family for use in the simulation of product design; academic product suite for research and teaching settings. ANSYS, Inc. was founded in 1970 and is headquartered in Canonsburg, Pennsylvania."
K,US4878361082,Kellanova,Kellanova,EQUITY,412 North Wells Street,Chicago,IL,60654,United States,https://www.kellanova.com,Packaged Foods,Consumer Defensive,27766843392,USD,33952276480,281000000,0.821,1896000000,6453000192,0.405,0.727,12821000192,188.299,37.479,0.05696,0.22856002,488500000,1740999936,-0.034,-0.047,0.34443,0.14788,0.15695,USD,"Kellanova, together with its subsidiaries, manufactures and markets snacks and convenience foods in North America, Europe, Latin America, the Asia Pacific, the Middle East, Australia, and Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Eggo, Morningstar Farms, Bisco, Club, Luxe, Minueto, Special K, Toasteds, Town House, Zesta, Zoo Cartoon, Choco Krispis, Crunchy Nut, Kashi, Nutri-Grain, Squares, Zucaritas, Rice Krispies Treats, Sucrilhos, Pop-Tarts, K-Time, Sunibrite, Split Stix, LCMs, Coco Pops, Krave, Frosties, Rice Krispies Squares, Incogmeato, Veggitizers, Gardenburger, Trink, Carr's, Kellogg's Extra, Müsli, Fruit n Fibre, Kellogg's Crunchy Nut, Country Store, Smacks, Honey Bsss, Zimmy's, Toppas, Tresor, Froot Ring, Chocos, Chex, Guardian, Just Right, Sultana Bran, Rice Bubbles, Sustain, and Choco Krispies brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. The company was formerly known as Kellogg Company and changed its name to Kellanova in October 2023. Kellanova was founded in 1906 and is headquartered in Chicago, Illinois."
TTWO,US8740541094,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",EQUITY,110 West 44th Street,New York,NY,10036,United States,https://www.take2games.com,Electronic Gaming & Multimedia,Communication Services,26116290560,USD,29104371712,1096499968,6.256,487800000,4122299904,0.622,0.899,5403100160,68.802,31.629,-0.0187,-0.50901,746887488,-212100000,N/A,0.042,0.55576,0.09028,-0.10118,USD,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. It develops and publishes action/adventure products under the Grand Theft Auto, LA Noire, Max Payne, Midnight Club, and Red Dead Redemption names, as well as other franchises. The company also publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, Borderlands, and Tiny Tina's Wonderland names. In addition, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; mobile titles, including WWE SuperCard; and PGA TOUR 2K. Further, the company offers Kerbal Space Program and OlliOlli World; free-to-play mobile games, such as CSR Racing, Dragon City, Empires & Puzzles, FarmVille, Golf Rival, Harry Potter: Puzzles & Spells, Match Factory!, Merge Dragons!, Merge Magic!, Monster Legends, Toon Blast, Top Eleven, Top Troops, Toy Blast, Two Dots, Words With Friends, and Zynga Poker; and hyper-casual mobile titles, including Fill the Fridge!, Parking Jam 3D, Power Slap, Pull the Pin, Twisted Tangle, and Tangled Snakes. Its products are designed for console gaming systems; personal computers; and mobiles comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York."
ETR,US29364G1031,Entergy Corporation,Entergy Corporation,EQUITY,639 Loyola Avenue,New Orleans,LA,70113,United States,https://www.entergy.com,Utilities - Regulated Electric,Utilities,27781994496,USD,55366324224,1355164032,6.338,4587522048,28750514176,0.535,0.938,12068575232,192.943,56.777,0.02517,0.12486,-1794354048,4014811904,-0.876,0.038,0.45636,0.38012,0.21517,USD,"Entergy Corporation, together with its subsidiaries, engages in the production and retail distribution of electricity in the United States. It generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans; and distributes natural gas. It also engages in the ownership of interests in non-nuclear power plants that sell electric power to wholesale customers, as well as provides decommissioning services to other nuclear power plant owners. It generates electricity through gas, nuclear, coal, hydro, and solar power sources. The company sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 24,000 megawatts of electric generating capacity. It delivers electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was founded in 1913 and is headquartered in New Orleans, Louisiana."
FTV,US34959J1088,Fortive Corporation,Fortive Corporation,EQUITY,6920 Seaway Boulevard,Everett,WA,98203,United States,https://www.fortive.com,Scientific & Technical Instruments,Technology,26601469952,USD,30053783552,644099968,1.838,1671200000,3946299904,0.825,1.232,6155100160,37.563,17.506,0.0442,0.0865,1101600000,1423800064,-0.068,0.017,0.59674,0.27151,0.19454001,USD,"Fortive Corporation designs, develops, manufactures, and services professional and engineered products, software, and services in the United States, China, and internationally. It operates in three segments: Intelligent Operating Solutions, Precision Technologies, and Advanced Healthcare Solutions. The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including electrical test and measurement, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. This segment markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. The Precision Technologies segment offers electrical test and measurement, sensing and material technologies for industrial, power and energy, automotive, medical equipment, food and beverage, aerospace and defense, semiconductor, and other general industries under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brand names. The Advanced Healthcare Solutions segment provides critical workflow solutions comprising instrument sterilization, instrument tracking, design and manufacture of cell therapy equipment, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, PROVATION, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington."
KEYS,US49338L1035,Keysight Technologies Inc.,"Keysight Technologies, Inc.",EQUITY,1400 Fountaingrove Parkway,Santa Rosa,CA,95403-1738,United States,https://www.keysight.com,Scientific & Technical Instruments,Technology,26232762368,USD,26855477248,1632000000,9.404,1187000064,2036000000,1.249,2.05,5002999808,38.929,28.589,0.0644,0.18031,750750016,1071000000,0.379,-0.119,0.63462,0.23726,0.17091,USD,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Communications Solutions Group and Electronic Industrial Solutions Group. It offers electronic design automation (EDA) software; instrument measurement software, instrument workflow software, and software testing; digital multimeter, phase noise measurement, power meters and power sensors, counters, LCR meters and impedance measurement products, and electrometers; and spectrum analyzers, network analyzers, logic analyzers, protocol analyzers and exercisers, bit error ratio testers, noise figure analyzers, AC and DC power analyzers, materials test equipment, device current waveform analyzers, and curve tracers. The company also provides waveform and function generators, arbitrary waveform generators, DC power supplies, and DC electronic loads; wireless drive test, radio access and core network test, wireless analyzers, wireless network emulators, and over-the-air test; application and threat intelligence, cloud test, cyber training simulator, network test hardware, synthetic traffic generators, protocol and load test, network security test, and network modeling; bypass switches, clock synchronization, cloud visibility, network and application monitoring, network packet brokers, and network taps; and application-specific test systems, photonic test and measurement products, and MMIC millimeter-wave and microwave devices. In addition, it offers product support, technical support, installation, training, engineering, and integration services. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. Keysight Technologies, Inc. was founded in 1939 and is headquartered in Santa Rosa, California."
